Hampton Inn Birch Run/Frankenmuth,"Birch Run, MI",$75
Home2 Suites by Hilton Battle Creek,"Battle Creek, MI",
Hampton Inn Battle Creek,"Battle Creek, MI",$90
Hampton Inn Brighton,"Brighton, MI",$81
Hampton Inn Detroit/Auburn Hills-North (Great Lakes Crossing Area),"Auburn Hills, MI",$108
Hilton Garden Inn Benton Harbor / St. Joseph,"Benton Harbor, MI",$85
Hampton Inn Detroit/Auburn Hills South,"Auburn Hills, MI",$85
Embassy Suites by Hilton Auburn Hills,"Auburn Hills, MI",$99
Hampton Inn & Suites Ann Arbor West,"Ann Arbor, MI",$94
DoubleTree by Hilton Bloomfield Hills Detroit,"Bloomfield Hills, MI",$103
Hampton Inn Ann Arbor-North,"Ann Arbor, MI",$99
DoubleTree by Hilton Ann Arbor North,"Ann Arbor, MI",$118
Hilton Garden Inn Ann Arbor,"Ann Arbor, MI",$109
Hampton Inn Ann Arbor-South,"Ann Arbor, MI",$86
Hampton Inn Detroit/Belleville-Airport Area,"Belleville, MI",$97
Hampton Inn & Suites Allen Park,"Allen Park, MI",$100
Hampton Inn & Suites Adrian,"Adrian, MI",
Name,Location,Price per Night
Embassy Suites by Hilton Minneapolis North,"Brooklyn Center, MN",$117
Hilton Garden Inn Minneapolis Airport Mall of America,"Bloomington, MN",$82
Hampton Inn Suites Minneapolis St Paul Arpt-Mall of America,"Bloomington, MN",$87
Embassy Suites by Hilton Minneapolis Airport,"Bloomington, MN",$111
Hilton Minneapolis-St. Paul Airport,"Bloomington, MN",$94
Home2 Suites by Hilton Minneapolis Bloomington,"Bloomington, MN",$85
Embassy Suites by Hilton Bloomington/Minneapolis,"Bloomington, MN",$115
Home2 Suites by Hilton Minneapolis Mall of America,"Bloomington, MN",$87
Tru by Hilton Minneapolis Mall of America,"Bloomington, MN",$87
Homewood Suites by Hilton Minneapolis-Mall Of America,"Bloomington, MN",$89
Hilton Minneapolis/Bloomington,"Bloomington, MN",$90
Hilton Garden Inn Minneapolis/Bloomington,"Bloomington, MN",$89
Hampton Inn Minneapolis Bloomington West,"Bloomington, MN",$77
Home2 Suites by Hilton Brooklyn Park Minneapolis,"Brooklyn Park, MN",$104
Hampton Inn Brooklyn Park,"Brooklyn Park, MN",$91
Hampton Inn Minneapolis/Burnsville,"Burnsville, MN",$96
Hampton Inn & Suites Alexandria,"Alexandria, MN",$97
Hampton Inn & Suites Duluth North / Mall Area,"Duluth, MN",$104
DoubleTree by Hilton Hotel Bemidji,"Bemidji, MN",$126
Hampton Inn & Suites Bemidji,"Bemidji, MN",$113
Name,Location,Price per Night
Home2 Suites by Hilton Jackson Flowood Airport Area,"Flowood, MS",$98
Hampton Inn Jackson/Flowood (Airport Area) MS,"Flowood, MS",$89
Hilton Garden Inn Jackson/Flowood,"Flowood, MS",$96
Hampton Inn Canton,"Canton, MS",$76
Hilton Garden Inn Jackson/Clinton,"Clinton, MS",$90
Hampton Inn Jackson/Clinton,"Clinton, MS",$85
Hampton Inn Brookhaven,"Brookhaven, MS",$82
Hampton Inn & Suites Columbus,"Columbus, MS",$102
Hampton Inn Greenville,"Greenville, MS",$134
Hampton Inn Cleveland,"Cleveland, MS",$101
Hampton Inn & Suites D'Iberville Biloxi,"DIberville, MS",$169
"Home2 Suites by Hilton Biloxi North/D'Iberville, MS","D'Iberville, MS",$89
Hampton Inn Biloxi/Ocean Springs,"Biloxi, MS",$82
Hampton Inn Biloxi,"Biloxi, MS",$87
Home2 Suites by Hilton Batesville,"Batesville, MS",
Hampton Inn Batesville,"Batesville, MS",$74
DoubleTree by Hilton Hotel Biloxi,"Biloxi, MS",$99
Hilton Garden Inn Biloxi,"Biloxi, MS",$89
Hampton Inn Clarksdale,"Clarksdale, MS",$125
Hampton Inn Corinth,"Corinth, MS",$102
Name,Location,Price per Night
Hampton Inn & Suites Columbia (at the University of Missouri),"Columbia, MO",$107
Hampton Inn Columbia,"Columbia, MO",$96
The Broadway Columbia - a DoubleTree by Hilton Hotel,"Columbia, MO",$115
Hilton Garden Inn Columbia,"Columbia, MO",$94
Hampton Inn Farmington,"Farmington, MO",$90
Hampton Inn & Suites St. Louis/Chesterfield,"Chesterfield, MO",$91
Hilton Garden Inn St. Louis/Chesterfield,"Chesterfield, MO",$71
Hampton Inn St. Louis/Chesterfield,"Chesterfield, MO",$83
DoubleTree by Hilton Hotel St. Louis - Chesterfield,"Chesterfield, MO",$105
Homewood Suites by Hilton St. Louis-Chesterfield,"Chesterfield, MO",$113
Hampton Inn and Suites Clayton/St Louis-Galleria Area,"Clayton, MO",$122
Embassy Suites by Hilton St. Louis Airport,"Bridgeton, MO",$109
Hampton Inn Clinton,"Clinton, MO",$93
Hampton Inn Branson - Branson Hills,"Branson, MO",$74
Hilton Promenade at Branson Landing,"Branson, MO",$118
Hilton Branson Convention Center,"Branson, MO",$109
Hampton Inn Branson on the Strip,"Branson, MO",$76
Hampton Inn Cape Girardeau I-55 East,"Cape Girardeau, MO",$98
Hampton Inn Kansas City/Blue Springs,"Blue Springs, MO",$87
Hampton Inn Belton/Kansas City area,"Belton, MO",$89
Name,Location,Price per Night
Hilton Garden Inn Great Falls,"Great Falls, MT",$111
Hampton Inn Great Falls,"Great Falls, MT",$99
Hampton Inn Helena,"Helena, MT",$102
Home2 Suites by Hilton Helena,"Helena, MT",$84
DoubleTree by Hilton Helena Downtown,"Helena, MT",$122
Homewood Suites by Hilton Bozeman,"Bozeman, MT",$98
Hampton Inn Bozeman,"Bozeman, MT",$84
Hilton Garden Inn Bozeman,"Bozeman, MT",$126
Hampton Inn & Suites Billings West I-90,"Billings, MT",$113
"Homewood Suites by Hilton Billings, MT","Billings, MT",$122
Hilton Garden Inn Billings,"Billings, MT",$99
Home2 Suites by Hilton Billings,"Billings, MT",$115
Hampton Inn Billings,"Billings, MT",$113
DoubleTree by Hilton Hotel Billings,"Billings, MT",$115
Hampton Inn Butte,"Butte, MT",$94
DoubleTree by Hilton Hotel Missoula - Edgewater,"Missoula, MT",$103
Hampton Inn Missoula,"Missoula, MT",$102
Hilton Garden Inn Kalispell,"Kalispell, MT",$61
Hampton Inn Kalispell,"Kalispell, MT",$74
"Homewood Suites by Hilton Kalispell, MT","Kalispell, MT",$96
Name,Location,Price per Night
Tru by Hilton North Platte,"North Platte, NE",$69
Hampton Inn North Platte,"North Platte, NE",$89
Hampton Inn Kearney,"Kearney, NE",$104
Hampton Inn Grand Island,"Grand Island, NE",$104
Hampton Inn Hastings,"Hastings, NE",
Hampton Inn Columbus NE,"Columbus, NE",
Hampton Inn Norfolk,"Norfolk, NE",$96
Hampton Inn Lincoln Airport,"Lincoln, NE",$82
Hilton Garden Inn Lincoln Downtown/Haymarket,"Lincoln, NE",$107
Hampton Inn & Suites Lincoln - Northeast I-80,"Lincoln, NE",$74
Embassy Suites by Hilton Lincoln,"Lincoln, NE",$124
Hampton Inn Lincoln - South/Heritage Park,"Lincoln, NE",$81
Embassy Suites by Hilton Omaha La Vista Hotel & Conference Center,"La Vista, NE",$124
Hampton Inn & Suites Omaha Southwest-La Vista,"La Vista, NE",$91
Hampton Inn Omaha Midtown-Aksarben Area,"Omaha, NE",$106
DoubleTree by Hilton Omaha Southwest,"Omaha, NE",$117
Hampton Inn Bellevue,"Bellevue, NE",$96
DoubleTree by Hilton Hotel Omaha Downtown,"Omaha, NE",$82
Hampton Inn & Suites Omaha-Downtown,"Omaha, NE",$84
Embassy Suites by Hilton Omaha Downtown Old Market,"Omaha, NE",$115
Name,Location,Price per Night
Hampton Inn Elko,"Elko, NV",$91
Home2 Suites by Hilton Elko,"Elko, NV",$85
Hilton Garden Inn Elko,"Elko, NV",$81
Hampton Inn & Suites Carson City,"Carson City, NV",$128
Hampton Inn Las Vegas/Summerlin,"Las Vegas, NV",$82
Hampton Inn & Suites Las Vegas-Red Rock/Summerlin,"Las Vegas, NV",$127
Hampton Inn & Suites Las Vegas Convention Center,"Las Vegas, NV",
Embassy Suites by Hilton Convention Center Las Vegas,"Las Vegas, NV",$128
Hilton Garden Inn Las Vegas City Center,"Las Vegas, NV",$118
Elara by Hilton Grand Vacations – Center Strip,"Las Vegas, NV",$135
Embassy Suites by Hilton Las Vegas,"Las Vegas, NV",$119
Hampton Inn Tropicana,"Las Vegas, NV",$102
Hampton Inn & Suites Las Vegas Airport,"Las Vegas, NV",$98
DoubleTree by Hilton Hotel Las Vegas Airport,"Las Vegas, NV",$107
Hilton Garden Inn Las Vegas Strip South,"Las Vegas, NV",$112
Hilton Lake Las Vegas Resort & Spa,"Henderson, NV",$110
Hilton Garden Inn Las Vegas/Henderson,"Henderson, NV",$106
Hampton Inn & Suites Las Vegas-Henderson,"Henderson, NV",$87
Hampton Inn & Suites Las Vegas South,"Henderson, NV",$107
Homewood Suites by Hilton Henderson South Las Vegas,"Henderson, NV",$111
Name,Location,Price per Night
Hampton Inn Concord/Bow,"Bow, NH",$96
Tru by Hilton Concord,"Concord, NH",
DoubleTree by Hilton Manchester Downtown,"Manchester, NH",$140
Hilton Garden Inn Manchester Downtown,"Manchester, NH",$134
Hampton Inn & Suites Tilton,"Tilton, NH",$106
Hampton Inn & Suites Manchester-Bedford,"Bedford, NH",$105
Homewood Suites by Hilton Manchester/Airport,"Manchester, NH",$113
DoubleTree by Hilton Nashua,"Nashua, NH",$110
Hampton Inn Nashua,"Nashua, NH",$95
Homewood Suites by Hilton Dover,"Dover, NH",$112
Homewood Suites by Hilton Gateway Hills Nashua,"Nashua, NH",$106
Hampton Inn Dover,"Dover, NH",$96
Hampton Inn & Suites Exeter,"Exeter, NH",$91
Hampton Inn Portsmouth Central,"Portsmouth, NH",$91
Homewood Suites by Hilton Portsmouth,"Portsmouth, NH",$113
Hampton Inn & Suites Portsmouth Downtown,"Portsmouth, NH",$136
Hilton Garden Inn Portsmouth Downtown,"Portsmouth, NH",$109
Hilton Garden Inn Hanover Lebanon,"Lebanon, NH",$131
Hampton Inn & Suites North Conway,"North Conway, NH",$90
Hampton Inn Littleton,"Littleton, NH",$180
Name,Location,Price per Night
Hampton Inn East Windsor,"East Windsor, NJ",$104
Hampton Inn Bordentown,"Bordentown, NJ",$78
Home2 Suites by Hilton Bordentown,"Bordentown, NJ",$108
Hampton Inn Cranbury,"Cranbury, NJ",$102
DoubleTree by Hilton Hotel Tinton Falls - Eatontown,"Eatontown, NJ",$118
Hilton East Brunswick Hotel & Executive Meeting Center,"East Brunswick, NJ",$104
Hilton Garden Inn Bridgewater,"Bridgewater, NJ",$102
Hampton Inn & Suites Bridgewater,"Bridgewater, NJ",$108
Homewood Suites by Hilton Bridgewater/Branchburg,"Branchburg, NJ",$121
Hampton Inn & Suites Deptford,"Deptford, NJ",
Hampton Inn Turnersville (Philadelphia Area),"Blackwood, NJ",$106
Homewood Suites by Hilton Newark-Cranford,"Cranford, NJ",$115
Embassy Suites by Hilton Berkeley Heights,"Berkeley Heights, NJ",$152
Hampton Inn Atlantic City/Absecon,"Absecon, NJ",$96
Hampton Inn Clinton,"Clinton, NJ",$104
Hilton Meadowlands,"East Rutherford, NJ",$114
Hampton Inn Carlstadt-At The Meadowlands,"Carlstadt, NJ",$95
"Homewood Suites by Hilton East Rutherford - Meadowlands, NJ","East Rutherford, NJ",$135
Homewood Suites by Hilton Dover - Rockaway,"Dover, NJ",$102
Hampton Inn Denville/Rockaway/Parsippany,"Denville, NJ",$98
Name,Location,Price per Night
Hilton Garden Inn Albuquerque Airport,"Albuquerque, NM",$87
Homewood Suites by Hilton Albuquerque Uptown,"Albuquerque, NM",$102
Hilton Garden Inn Albuquerque Uptown,"Albuquerque, NM",$92
Homewood Suites by Hilton Albuquerque Airport,"Albuquerque, NM",$87
Hampton Inn & Suites Albuquerque Airport,"Albuquerque, NM",$85
Hampton Inn Albuquerque-University/Midtown,"Albuquerque, NM",$91
Embassy Suites by Hilton Albuquerque,"Albuquerque, NM",$122
Home2 Suites by Hilton Albuquerque/Downtown-University,"Albuquerque, NM",$94
"Hotel Andaluz Albuquerque, Curio Collection by Hilton","Albuquerque, NM",$149
DoubleTree by Hilton Hotel Albuquerque,"Albuquerque, NM",$98
Hampton Inn & Suites Albuquerque North/I-25,"Albuquerque, NM",$104
Homewood Suites by Hilton Albuquerque-Journal Center,"Albuquerque, NM",$94
Hilton Garden Inn Albuquerque/Journal Center,"Albuquerque, NM",$91
Hampton Inn & Suites Albuquerque-Coors Road,"Albuquerque, NM",$96
Hampton Inn Alamogordo,"Alamogordo, NM",$122
Hampton Inn & Suites Artesia,"Artesia, NM",$122
Hampton Inn & Suites Carlsbad,"Carlsbad, NM",$149
Home2 Suites by Hilton Carlsbad,"Carlsbad, NM",
"Hampton Inn Deming, NM","Deming, NM",$95
Hampton Inn & Suites Farmington,"Farmington, NM",$81
Name,Location,Price per Night
Millennium Times Square New York,0.08 miles,$107
Hilton Garden Inn New York/Times Square Central,0.2 miles,$115
Hilton Times Square,0.21 miles,$121
Hampton Inn Manhattan/Times Square Central,0.22 miles,$122
Hilton Garden Inn Times Square,0.23 miles,$104
Hampton Inn Manhattan-Times Square North,0.35 miles,$104
"Distrikt Hotel New York City, Tapestry Collection by Hilton",0.39 miles,$94
DoubleTree by Hilton Hotel New York Times Square West,0.4 miles,$87
Hampton Inn Manhattan/Times Square South,0.42 miles,$118
New York Hilton Midtown,0.43 miles,$152
The Residences by Hilton Club,0.44 miles,$516
Embassy Suites by Hilton New York Manhattan Times Square,0.46 miles,$144
Conrad New York Midtown,0.46 miles,$328
Hilton Garden Inn New York/Central Park South-Midtown West,0.47 miles,$107
"Homewood Suites by Hilton New York/Midtown Manhattan Times Square-South, NY",0.47 miles,$140
The Hilton Club - New York,0.47 miles,$316
Hilton Garden Inn New York Times Square South,0.48 miles,$108
DoubleTree by Hilton Hotel New York - Times Square South,0.51 miles,$92
Hilton Garden Inn New York/West 35th Street,0.53 miles,$119
Hampton Inn Manhattan-35th St/Empire State Bldg,0.54 miles,$103
Name,Location,Price per Night
Hampton Inn Benson,"Benson, NC",$100
Hampton Inn Asheboro,"Asheboro, NC",$85
Hampton Inn & Suites Southern Pines-Pinehurst,"Aberdeen, NC",$116
Hampton Inn High Point,"Archdale, NC",$109
Hampton Inn Bermuda Run,"Bermuda Run, NC",$96
Hampton Inn Charlotte-Belmont @ Montcross,"Belmont, NC",$96
DoubleTree by Hilton Hotel Atlantic Beach Oceanfront,"Atlantic Beach, NC",$84
Hampton Inn & Suites Boone,"Boone, NC",$100
Hampton Inn Black Mountain,"Black Mountain, NC",$97
Hampton Inn Asheville-Tunnel Rd.,"Asheville, NC",$85
Homewood Suites by Hilton Asheville-Tunnel Road,"Asheville, NC",$113
Home2 Suites by Hilton Asheville Biltmore Village,"Asheville, NC",$93
Hampton Inn & Suites Asheville Biltmore Village,"Asheville, NC",$119
DoubleTree by Hilton Hotel Asheville - Biltmore,"Asheville, NC",$104
Hilton Garden Inn  Asheville Downtown,"Asheville, NC",$138
"The Foundry Hotel Asheville, Curio Collection by Hilton","Asheville, NC",$153
Home2 Suites by Hilton Asheville Airport,"Arden, NC",
Hilton Asheville Biltmore Park,"Asheville, NC",$162
Hilton Garden Inn Asheville South,"Asheville, NC",
Hampton Inn & Suites Asheville Biltmore Area,"Asheville, NC",$113
Name,Location,Price per Night
Hampton Inn & Suites Minot Airport,"Minot, ND",$102
Hampton Inn Bismarck,"Bismarck, ND",$94
Home2 Suites by Hilton Bismarck,"Bismarck, ND",$97
Hampton Inn & Suites Bismarck Northwest,"Bismarck, ND",$103
Hampton Inn & Suites Dickinson,"Dickinson, ND",$84
"Hampton Inn & Suites Jamestown, ND","Jamestown, ND",$74
Hampton Inn & Suites Williston,"Williston, ND",$106
Hampton Inn & Suites Grand Forks,"Grand Forks, ND",$91
Hilton Garden Inn Grand Forks-UND,"Grand Forks, ND",$77
DoubleTree by Hilton West Fargo Sanford Medical Center Area,"West Fargo, ND",$89
Homewood Suites by Hilton West Fargo Sanford Medical Center Area,"West Fargo, ND",$87
Hampton Inn & Suites Fargo Medical Center,"Fargo, ND",$92
"Home2 Suites by Hilton Fargo, ND","Fargo, ND",$83
Hilton Garden Inn Fargo,"Fargo, ND",$91
Homewood Suites by Hilton Fargo,"Fargo, ND",$93
Name,Location,Price per Night
Hampton Inn & Suites Ashland,"Ashland, OH",$91
Home2 Suites by Hilton Dayton Beavercreek,"Beavercreek, OH",$93
Hampton Inn Akron-Fairlawn,"Akron, OH",$89
"Homewood Suites by Hilton Akron Fairlawn, OH","Akron, OH",$93
Hilton Akron/Fairlawn,"Akron, OH",$116
DoubleTree by Hilton Hotel Akron - Fairlawn,"Akron, OH",$102
Hampton Inn Akron-South,"Akron, OH",$87
Hilton Garden Inn Akron,"Akron, OH",$104
Hampton Inn Athens,"Athens, OH",$111
Hampton Inn & Suites Alliance,"Alliance, OH",$82
Hampton Inn & Suites Cleveland-Beachwood,"Beachwood, OH",$97
DoubleTree by Hilton Hotel Cleveland East Beachwood,"Beachwood, OH",$90
Embassy Suites by Hilton Cleveland Beachwood,"Beachwood, OH",$99
Home2 Suites by Hilton Cleveland Beachwood,"Beachwood, OH",$85
Homewood Suites by Hilton Cleveland-Beachwood,"Beachwood, OH",$113
Home2 Suites by Hilton Blue Ash Cincinnati,"Blue Ash, OH",$98
Hilton Garden Inn Cincinnati Blue Ash,"Blue Ash, OH",$99
Hampton Inn Blue Ash/Cincinnati,"Blue Ash, OH",$96
Embassy Suites by Hilton Cincinnati Northeast Blue Ash,"Blue Ash, OH",$115
Hampton Inn Ashtabula,"Austinburg, OH",$102
Name,Location,Price per Night
Hampton Inn & Suites Ada,"Ada, OK",$93
Hampton Inn Chickasha,"Chickasha, OK",$111
Home2 Suites by Hilton Edmond,"Edmond, OK",$96
Hampton Inn Oklahoma City/Edmond,"Edmond, OK",$81
Hilton Garden Inn Edmond / Oklahoma City North,"Edmond, OK",$98
Hilton Garden Inn Ardmore,"Ardmore, OK",$87
Hampton Inn & Suites Ardmore,"Ardmore, OK",$76
Hampton Inn Duncan,"Duncan, OK",$96
Home2 Suites by Hilton El Reno,"El Reno, OK",$69
Hampton Inn El Reno,"El Reno, OK",$81
Homewood Suites by Hilton Tulsa-South,"Broken Arrow, OK",$91
Hampton Inn Tulsa/Broken Arrow,"Broken Arrow, OK",$85
Hilton Garden Inn Tulsa-Broken Arrow,"Broken Arrow, OK",$96
Hampton Inn & Suites Tulsa/Catoosa,"Catoosa, OK",$88
Homewood Suites by Hilton Tulsa Catoosa,"Catoosa, OK",$104
Hampton Inn Clinton,"Clinton, OK",$99
Hampton Inn & Suites Claremore,"Claremore, OK",$87
Hampton Inn & Suites Altus,"Altus, OK",$109
Hilton Garden Inn Bartlesville,"Bartlesville, OK",$98
Hampton Inn Bartlesville,"Bartlesville, OK",$91
Name,Location,Price per Night
Hilton Garden Inn Bend,"Bend, OR",$114
Hampton Inn & Suites Bend,"Bend, OR",$104
DoubleTree by Hilton Hotel Bend,"Bend, OR",$126
Tru by Hilton Eugene,"Eugene, OR",
Home2 Suites by Hilton Eugene Downtown University Area,"Eugene, OR",$115
Hampton Inn Eugene,"Eugene, OR",$111
Hampton Inn & Suites Hood River,"Hood River, OR",$95
Hilton Garden Inn Corvallis,"Corvallis, OR",$124
Hampton Inn Portland/Clackamas,"Clackamas, OR",$83
Hampton Inn Medford,"Medford, OR",$85
Hilton Garden Inn Medford,"Medford, OR",$87
Hilton Garden Inn Portland/Lake Oswego,"Lake Oswego, OR",$96
Hilton Garden Inn Portland/Beaverton,"Beaverton, OR",$87
Homewood Suites by Hilton Hillsboro/Beaverton,"Beaverton, OR",$131
DoubleTree by Hilton Hotel Portland - Beaverton,"Beaverton, OR",$113
Home2 Suites by Hilton Portland Hillsboro,"Hillsboro, OR",
Hampton Inn & Suites Portland/Hillsboro-Evergreen Park,"Hillsboro, OR",$97
"Embassy Suites by Hilton Portland Hillsboro, Oregon","Hillsboro, OR",$118
Hampton Inn &  Suites Grants Pass,"Grants Pass, OR",$91
Hampton Inn & Suites Astoria,"Astoria, OR",$106
Name,Location,Price per Night
Hampton Inn Bloomsburg,"Bloomsburg, PA",$107
Hampton Inn Carlisle,"Carlisle, PA",$99
Hampton Inn Altoona,"Altoona, PA",$104
Hampton Inn Chambersburg,"Chambersburg, PA",$97
Hilton Garden Inn Allentown West,"Breinigsville, PA",$104
"Homewood Suites by Hilton Allentown-West/Fogelsville, PA","Allentown, PA",$104
Hilton Garden Inn Allentown Bethlehem Airport,"Allentown, PA",$94
Homewood Suites by Hilton Allentown-Bethlehem Airport,"Bethlehem, PA",$94
Hampton Inn & Suites Bethlehem,"Bethlehem, PA",$101
Homewood Suites by Hilton Allentown Bethlehem Center Valley,"Center Valley, PA",$109
Hampton Inn Bedford,"Bedford, PA",$121
Hampton Inn & Suites Blairsville,"Blairsville, PA",$91
Tru By Hilton Audubon Valley Forge,"Audubon, PA",$84
Homewood Suites by Hilton Philadelphia-Valley Forge,"Audubon, PA",$121
Hampton Inn & Suites Philadelphia/Bensalem,"Bensalem, PA",$97
Hampton Inn Butler,"Butler, PA",$103
Hampton Inn Belle Vernon,"Belle Vernon, PA",$86
Hampton Inn Pittsburgh-Bridgeville,"Bridgeville, PA",$88
Hilton Garden Inn Pittsburgh/Southpointe,"Canonsburg, PA",$108
Homewood Suites by Hilton Pittsburgh-Southpointe,"Canonsburg, PA",$99
Name,Location,Price per Night
Hampton Inn Coventry-Warwick Area,"Coventry, RI",$104
Hampton Inn South Kingstown - Newport Area,"South Kingstown, RI",$100
"NYLO Providence Warwick Hotel, Tapestry Collection by Hilton","Warwick, RI",$102
Homewood Suites by Hilton Providence-Warwick,"Warwick, RI",$102
"Homewood Suites by Hilton Newport Middletown, RI","Middletown, RI",$106
Hampton Inn & Suites Providence/Warwick-Airport,"Warwick, RI",$91
Hampton Inn & Suites Newport/Middletown,"Middletown, RI",$89
Hilton Garden Inn Providence Airport/Warwick,"Warwick, RI",$109
Hilton Providence,"Providence, RI",$149
Hilton Garden Inn Providence,"Providence, RI",$137
Hampton Inn & Suites Providence Downtown,"Providence, RI",$140
Homewood Suites by Hilton Providence Downtown,"Providence, RI",$154
Hampton Inn Pawtucket,"Pawtucket, RI",$96
Home2 Suites by Hilton Smithfield Providence,"Smithfield, RI",$115
Hampton Inn & Suites Providence/Smithfield,"Smithfield, RI",$100
Name,Location,Price per Night
Hampton Inn Aiken,"Aiken, SC",$94
Hilton Garden Inn Aiken,"Aiken, SC",$99
Hampton Inn Camden,"Camden, SC",$122
Hampton Inn & Suites Clinton - I-26,"Clinton, SC",$104
Hampton Inn & Suites Charleston/West Ashley,"Charleston, SC",$104
Home2 Suites Charleston West Ashley,"Charleston, SC",$115
Hampton Inn Charleston - Daniel Island,"Charleston, SC",$113
Hampton Inn Anderson/ Alliance Business Park,"Anderson, SC",$84
Home2 Suites by Hilton Beaufort,"Beaufort, SC",$101
Tru by Hilton Beaufort,"Beaufort, SC",
Hampton Inn Beaufort,"Beaufort, SC",$83
Hilton Garden Inn Beaufort,"Beaufort, SC",$93
Hilton Garden Inn Charleston Waterfront/Downtown,"Charleston, SC",$162
Homewood Suites by Hilton Charleston Historic District,"Charleston, SC",$153
Hampton Inn Charleston-Historic District,"Charleston, SC",$166
Embassy Suites by Hilton Charleston Historic District,"Charleston, SC",$175
Hilton Garden Inn Anderson,"Anderson, SC",$107
Hampton Inn Anderson,"Anderson, SC",$96
Hampton Inn & Suites Bluffton-Sun City,"Bluffton, SC",$104
Hampton Inn Clemson-University Area,"Clemson, SC",$99
Name,Location,Price per Night
Hampton Inn Mitchell,"Mitchell, SD",$90
Hampton Inn & Suites Aberdeen,"Aberdeen, SD",$105
Hampton Inn & Suites Brookings,"Brookings, SD",$104
Hampton Inn Sioux Falls,"Sioux Falls, SD",$98
Hilton Garden Inn Sioux Falls South,"Sioux Falls, SD",$113
Hampton Inn & Suites Southwest/Sioux Falls,"Sioux Falls, SD",$96
Homewood Suites by Hilton Sioux Falls,"Sioux Falls, SD",$94
"Home2 Suites by Hilton Sioux Falls/ Sanford Medical Center, SD","Sioux Falls, SD",$122
Hilton Garden Inn Sioux Falls Downtown,"Sioux Falls, SD",$126
Home2 Suites by Hilton Rapid City,"Box Elder, SD",$43
Hampton Inn & Suites Rapid City Rushmore,"Rapid City, SD",$74
Hilton Garden Inn Rapid City,"Rapid City, SD",$59
Tru by Hilton Rapid City Rushmore,"Rapid City, SD",$51
Hampton Inn Rapid City,"Rapid City, SD",$53
"Hotel Alex Johnson Rapid City, Curio Collection by Hilton","Rapid City, SD",$55
DoubleTree by Hilton Deadwood at Cadillac Jack's,"Deadwood, SD",$38
Tru by Hilton Deadwood,"Deadwood, SD",$38
Hampton Inn Deadwood at Tin Lizzie Gaming Resort,"Deadwood, SD",$38
Hampton Inn Spearfish,"Spearfish, SD",$104
Hampton Inn North Sioux City,"North Sioux City, SD",$72
Name,Location,Price per Night
Hampton Inn Nashville-I-24 Hickory Hollow,"Antioch, TN",$96
Hilton Garden Inn Nashville Brentwood,"Brentwood, TN",$127
Hilton Brentwood/Nashville Suites,"Brentwood, TN",$112
Homewood Suites by Hilton Nashville-Brentwood,"Brentwood, TN",$99
Hampton Inn Nashville/Brentwood-I-65S,"Brentwood, TN",$107
Hampton Inn Chattanooga West/Lookout Mountain,"Chattanooga, TN",$100
Hilton Garden Inn Chattanooga Downtown,"Chattanooga, TN",$118
DoubleTree by Hilton Hotel Chattanooga Downtown,"Chattanooga, TN",$119
Hampton Inn & Suites Chattanooga/Downtown,"Chattanooga, TN",$119
Hampton Inn Chattanooga East Ridge,"Chattanooga, TN",$98
Home2 Suites by Hilton Chattanooga Hamilton Place,"Chattanooga, TN",$102
Hampton Inn & Suites Chattanooga/Hamilton Place,"Chattanooga, TN",$100
Hilton Garden Inn Chattanooga/Hamilton Place,"Chattanooga, TN",$113
Embassy Suites by Hilton Chattanooga Hamilton Place,"Chattanooga, TN",$127
Hampton Inn Athens,"Athens, TN",$100
Hampton Inn Caryville-I-75/Cove Lake-State Park,"Caryville, TN",$84
Hilton Knoxville Airport,"Alcoa, TN",$124
Hampton Inn Knoxville-Airport,"Alcoa, TN",$83
Hampton Inn & Suites Memphis-Wolfchase Galleria,"Bartlett, TN",$118
Hampton Inn Bristol,"Bristol, TN",$111
Name,Location,Price per Night
Hilton Garden Inn Abilene,"Abilene, TX",$106
Hampton Inn Abilene,"Abilene, TX",$78
Home2 Suites by Hilton Abilene,"Abilene, TX",$99
Hampton Inn & Suites Abilene I-20,"Abilene, TX",$87
Hilton Garden Inn Dallas/Addison,"Addison, TX",$89
Homewood Suites by Hilton Dallas/Addison,"Addison, TX",$90
Hampton Inn Dallas-Addison,"Addison, TX",$72
Home2 Suites by Hilton Dallas Addison,"Addison, TX",$98
Hilton Garden Inn Dallas/Allen,"Allen, TX",$79
Homewood Suites by Hilton Dallas/Allen,"Allen, TX",$88
Tru by Hilton Allen Dallas,"Allen, TX",
Hampton Inn & Suites-Dallas Allen,"Allen, TX",$79
Hampton Inn & Suites Amarillo East,"Amarillo, TX",$100
Embassy Suites by Hilton Amarillo Downtown,"Amarillo, TX",$96
Hampton Inn Alpine,"Alpine, TX",$109
Hampton Inn & Suites Amarillo West,"Amarillo, TX",$81
Homewood Suites by Hilton Amarillo,"Amarillo, TX",$76
Home2 Suites by Hilton Amarillo,"Amarillo, TX",$78
Hilton Garden Inn Amarillo,"Amarillo, TX",$84
Hampton Inn Alice,"Alice, TX",$82
Name,Location,Price per Night
Tru by Hilton Lehi,"Lehi, UT",$69
Hilton Garden Inn Lehi,"Lehi, UT",$85
Home2 Suites by Hilton Lehi/Thanksgiving Point,"Lehi, UT",$87
Hampton Inn Lehi-Thanksgiving Point,"Lehi, UT",$87
Hampton Inn Draper Salt Lake City,"Draper, UT",$88
